,Report Date,label,Max Residual
455,Mon 01 Aug 2022,R1_M20_6477A,0.18966883
456,Mon 01 Aug 2022,R1_M25_4094A,0.08547461
457,Mon 01 Aug 2022,R2_A2_8362A,0.087412775
458,Mon 01 Aug 2022,R2_A2_8380A,0.09258181
459,Mon 01 Aug 2022,R2_M2_8431J,0.036975384
460,Mon 01 Aug 2022,R3_5889_1,0.05040075
461,Mon 01 Aug 2022,R3_M20_6576A,0.21549016
462,Mon 01 Aug 2022,R4_M2_8545A,0.05924484
463,Mon 01 Aug 2022,R4_M2_8565A,0.056488007
464,Mon 02 May 2022,R1_M20_6468A,0.09851205
465,Mon 02 May 2022,R1_M20_6477A,0.106956184
466,Mon 02 May 2022,R1_M25_4094A,0.11903542
467,Mon 02 May 2022,R2_A2_8362A,0.12361175
468,Mon 02 May 2022,R2_A2_8380A,0.10035753
469,Mon 02 May 2022,R2_M2_8431J,0.036555752
470,Mon 02 May 2022,R3_5889_1,0.035703883
471,Mon 02 May 2022,R3_M20_6576A,0.10061306
472,Mon 02 May 2022,R4_M2_8545A,0.081953555
473,Mon 02 May 2022,R4_M2_8565A,0.08051473
474,Mon 03 Jan 2022,R1_M20_6468A,0.03894846
475,Mon 03 Jan 2022,R1_M20_6477A,0.041534275
476,Mon 03 Jan 2022,R1_M25_4094A,0.045281768
477,Mon 03 Jan 2022,R2_A2_8362A,0.073182
478,Mon 03 Jan 2022,R2_A2_8380A,0.059240103
479,Mon 03 Jan 2022,R2_M2_8431J,0.0308671
480,Mon 03 Jan 2022,R3_5889_1,0.01818341
481,Mon 03 Jan 2022,R3_M20_6576A,0.054952413
482,Mon 03 Jan 2022,R4_M2_8545A,0.04813937
483,Mon 03 Jan 2022,R4_M2_8565A,0.045606025
484,Mon 03 Oct 2022,R1_M20_6468A,0.08098537
485,Mon 03 Oct 2022,R1_M20_6477A,0.08959514
486,Mon 03 Oct 2022,R1_M25_4094A,0.18190992
487,Mon 03 Oct 2022,R2_M2_8431J,0.05208063
488,Mon 03 Oct 2022,R3_5889_1,0.028494544
489,Mon 03 Oct 2022,R3_M20_6576A,0.061110377
490,Mon 03 Oct 2022,R4_M2_8545A,0.05585909
491,Mon 03 Oct 2022,R4_M2_8565A,0.053340882
492,Mon 04 Apr 2022,R1_M20_6468A,0.055481464
493,Mon 04 Apr 2022,R1_M20_6477A,0.07913682
494,Mon 04 Apr 2022,R1_M25_4094A,0.12038243
495,Mon 04 Apr 2022,R2_A2_8362A,0.0766806
496,Mon 04 Apr 2022,R2_A2_8380A,0.076070815
497,Mon 04 Apr 2022,R2_M2_8431J,0.04141751
498,Mon 04 Apr 2022,R3_5889_1,0.0582145
499,Mon 04 Apr 2022,R3_M20_6576A,0.06503755
500,Mon 04 Apr 2022,R4_M2_8545A,0.05334852
501,Mon 04 Apr 2022,R4_M2_8565A,0.07103324
502,Mon 04 Jul 2022,R1_M20_6468A,0.06472573
503,Mon 04 Jul 2022,R1_M20_6477A,0.06965965
504,Mon 04 Jul 2022,R1_M25_4094A,0.08967024
505,Mon 04 Jul 2022,R2_A2_8362A,0.057073146
506,Mon 04 Jul 2022,R2_A2_8380A,0.06838024
507,Mon 04 Jul 2022,R2_M2_8431J,0.033545256
508,Mon 04 Jul 2022,R3_5889_1,0.03551752
509,Mon 04 Jul 2022,R3_M20_6576A,0.07338306
510,Mon 04 Jul 2022,R4_M2_8545A,0.040236354
511,Mon 04 Jul 2022,R4_M2_8565A,0.041496217
512,Mon 05 Dec 2022,R1_M20_6468A,0.10047847
513,Mon 05 Dec 2022,R1_M20_6477A,0.09264597
514,Mon 05 Dec 2022,R1_M25_4094A,0.059179544
515,Mon 05 Dec 2022,R2_M2_8431J,0.03170502
516,Mon 05 Dec 2022,R3_5889_1,0.016089173
517,Mon 05 Dec 2022,R3_M20_6576A,0.067481995
518,Mon 05 Dec 2022,R4_M2_8545A,0.05663255
519,Mon 05 Dec 2022,R4_M2_8565A,0.06186399
520,Mon 05 Sep 2022,R1_M20_6468A,0.07936698
521,Mon 05 Sep 2022,R1_M20_6477A,0.089975834
522,Mon 05 Sep 2022,R1_M25_4094A,0.14150822
523,Mon 05 Sep 2022,R2_A2_8362A,0.06918338
524,Mon 05 Sep 2022,R2_A2_8380A,0.058736593
525,Mon 05 Sep 2022,R2_M2_8431J,0.03935206
526,Mon 05 Sep 2022,R3_5889_1,0.038141914
527,Mon 05 Sep 2022,R3_M20_6576A,0.064694285
528,Mon 05 Sep 2022,R4_M2_8545A,0.056747146
529,Mon 05 Sep 2022,R4_M2_8565A,0.047424614
530,Mon 06 Jun 2022,R1_M20_6468A,0.084091276
531,Mon 06 Jun 2022,R1_M20_6477A,0.06613222
532,Mon 06 Jun 2022,R1_M25_4094A,0.09154469
533,Mon 06 Jun 2022,R2_A2_8362A,0.113278866
534,Mon 06 Jun 2022,R2_A2_8380A,0.11581969
535,Mon 06 Jun 2022,R2_M2_8431J,0.03965634
536,Mon 06 Jun 2022,R3_5889_1,0.024549501
537,Mon 06 Jun 2022,R3_M20_6576A,0.060662955
538,Mon 06 Jun 2022,R4_M2_8545A,0.060867637
539,Mon 06 Jun 2022,R4_M2_8565A,0.041790947
540,Mon 07 Feb 2022,R1_M20_6468A,0.0876607
541,Mon 07 Feb 2022,R1_M20_6477A,0.10043132
542,Mon 07 Feb 2022,R1_M25_4094A,0.15884754
543,Mon 07 Feb 2022,R2_A2_8362A,0.32214612
544,Mon 07 Feb 2022,R2_A2_8380A,0.2814909
545,Mon 07 Feb 2022,R2_M2_8431J,0.07941564
546,Mon 07 Feb 2022,R3_5889_1,0.027260192
547,Mon 07 Feb 2022,R3_M20_6576A,0.09729904
548,Mon 07 Feb 2022,R4_M2_8545A,0.21406132
549,Mon 07 Feb 2022,R4_M2_8565A,0.22699612
550,Mon 07 Mar 2022,R1_M20_6468A,0.09732953
551,Mon 07 Mar 2022,R1_M20_6477A,0.09897515
552,Mon 07 Mar 2022,R1_M25_4094A,0.12661159
553,Mon 07 Mar 2022,R2_A2_8362A,0.09442976
554,Mon 07 Mar 2022,R2_A2_8380A,0.07356113
555,Mon 07 Mar 2022,R2_M2_8431J,0.04107383
556,Mon 07 Mar 2022,R3_5889_1,0.021582313
557,Mon 07 Mar 2022,R3_M20_6576A,0.14642584
558,Mon 07 Mar 2022,R4_M2_8545A,0.05209577
559,Mon 07 Mar 2022,R4_M2_8565A,0.055249333
560,Mon 07 Nov 2022,R1_M20_6468A,0.10812208
561,Mon 07 Nov 2022,R2_M2_8431J,0.1066829
562,Mon 07 Nov 2022,R3_5889_1,0.05845505
563,Mon 07 Nov 2022,R3_M20_6576A,0.08882378
564,Mon 07 Nov 2022,R4_M2_8545A,0.09410313
565,Mon 08 Aug 2022,R1_M20_6468A,0.10501963
566,Mon 08 Aug 2022,R1_M20_6477A,0.12274325
567,Mon 08 Aug 2022,R1_M25_4094A,0.21525979
568,Mon 08 Aug 2022,R2_A2_8362A,0.10581571
569,Mon 08 Aug 2022,R2_A2_8380A,0.10350603
570,Mon 08 Aug 2022,R2_M2_8431J,0.054158747
571,Mon 08 Aug 2022,R3_5889_1,0.039854556
572,Mon 08 Aug 2022,R3_M20_6576A,0.08260006
573,Mon 08 Aug 2022,R4_M2_8545A,0.05627063
574,Mon 08 Aug 2022,R4_M2_8565A,0.056803763
575,Mon 09 May 2022,R1_M20_6468A,0.11992422
576,Mon 09 May 2022,R1_M20_6477A,0.12954354
577,Mon 09 May 2022,R1_M25_4094A,0.10311693
578,Mon 09 May 2022,R2_A2_8362A,0.085758984
579,Mon 09 May 2022,R2_A2_8380A,0.077925324
580,Mon 09 May 2022,R2_M2_8431J,0.03901288
581,Mon 09 May 2022,R3_5889_1,0.027547624
582,Mon 09 May 2022,R3_M20_6576A,0.06249723
583,Mon 09 May 2022,R4_M2_8545A,0.046171248
584,Mon 09 May 2022,R4_M2_8565A,0.04612437
585,Mon 10 Jan 2022,R1_M20_6468A,0.16165078
586,Mon 10 Jan 2022,R1_M20_6477A,0.14899603
587,Mon 10 Jan 2022,R1_M25_4094A,0.16145337
588,Mon 10 Jan 2022,R2_A2_8362A,0.097112775
589,Mon 10 Jan 2022,R2_A2_8380A,0.10049963
590,Mon 10 Jan 2022,R2_M2_8431J,0.03141339
591,Mon 10 Jan 2022,R3_5889_1,0.052914176
592,Mon 10 Jan 2022,R3_M20_6576A,0.08910307
593,Mon 10 Jan 2022,R4_M2_8545A,0.08032578
594,Mon 10 Jan 2022,R4_M2_8565A,0.08182052
595,Mon 10 Oct 2022,R1_M20_6468A,0.06996301
596,Mon 10 Oct 2022,R1_M20_6477A,0.071436286
597,Mon 10 Oct 2022,R2_M2_8431J,0.0467242
598,Mon 10 Oct 2022,R3_5889_1,0.020909794
599,Mon 10 Oct 2022,R3_M20_6576A,0.061535954
600,Mon 10 Oct 2022,R4_M2_8545A,0.11597851
601,Mon 10 Oct 2022,R4_M2_8565A,0.103889525
602,Mon 11 Apr 2022,R1_M20_6468A,0.062031835
603,Mon 11 Apr 2022,R1_M20_6477A,0.058626533
604,Mon 11 Apr 2022,R1_M25_4094A,0.10120553
605,Mon 11 Apr 2022,R2_A2_8362A,0.064630866
606,Mon 11 Apr 2022,R2_A2_8380A,0.06375182
607,Mon 11 Apr 2022,R2_M2_8431J,0.044622347
608,Mon 11 Apr 2022,R3_5889_1,0.037228573
609,Mon 11 Apr 2022,R3_M20_6576A,0.05571401
610,Mon 11 Apr 2022,R4_M2_8545A,0.06281802
611,Mon 11 Apr 2022,R4_M2_8565A,0.06756291
612,Mon 11 Jul 2022,R1_M20_6468A,0.07380527
613,Mon 11 Jul 2022,R1_M20_6477A,0.07127422
614,Mon 11 Jul 2022,R1_M25_4094A,0.31440824
615,Mon 11 Jul 2022,R2_A2_8362A,0.17208889
616,Mon 11 Jul 2022,R2_A2_8380A,0.19602357
617,Mon 11 Jul 2022,R2_M2_8431J,0.034436077
618,Mon 11 Jul 2022,R3_5889_1,0.02937261
619,Mon 11 Jul 2022,R3_M20_6576A,0.07245764
620,Mon 11 Jul 2022,R4_M2_8545A,0.11649966
621,Mon 11 Jul 2022,R4_M2_8565A,0.112564445
622,Mon 12 Dec 2022,R1_M20_6468A,0.053230256
623,Mon 12 Dec 2022,R1_M20_6477A,0.055699825
624,Mon 12 Dec 2022,R1_M25_4094A,0.12991416
625,Mon 12 Dec 2022,R2_M2_8431J,0.039268777
626,Mon 12 Dec 2022,R3_5889_1,0.052355144
627,Mon 12 Dec 2022,R3_M20_6576A,0.079125375
628,Mon 12 Dec 2022,R4_M2_8545A,0.055742532
629,Mon 12 Dec 2022,R4_M2_8565A,0.051348537
630,Mon 12 Sep 2022,R1_M20_6468A,0.07521328
631,Mon 12 Sep 2022,R1_M20_6477A,0.0701825
632,Mon 12 Sep 2022,R1_M25_4094A,0.4064307
633,Mon 12 Sep 2022,R2_A2_8362A,0.15060538
634,Mon 12 Sep 2022,R2_A2_8380A,0.15100518
635,Mon 12 Sep 2022,R2_M2_8431J,0.04286404
636,Mon 12 Sep 2022,R3_5889_1,0.025566638
637,Mon 12 Sep 2022,R3_M20_6576A,0.065675855
638,Mon 12 Sep 2022,R4_M2_8545A,0.078187555
639,Mon 12 Sep 2022,R4_M2_8565A,0.07251322
640,Mon 13 Jun 2022,R1_M20_6468A,0.12349859
641,Mon 13 Jun 2022,R1_M20_6477A,0.11057213
642,Mon 13 Jun 2022,R2_A2_8362A,0.09186396
643,Mon 13 Jun 2022,R2_A2_8380A,0.07585958
644,Mon 13 Jun 2022,R2_M2_8431J,0.042839438
645,Mon 13 Jun 2022,R3_5889_1,0.023294844
646,Mon 13 Jun 2022,R3_M20_6576A,0.08068395
647,Mon 13 Jun 2022,R4_M2_8545A,0.045892358
648,Mon 13 Jun 2022,R4_M2_8565A,0.05033049
649,Mon 14 Feb 2022,R1_M20_6468A,0.16355672
650,Mon 14 Feb 2022,R1_M20_6477A,0.089242086
651,Mon 14 Feb 2022,R1_M25_4094A,0.12879026
652,Mon 14 Feb 2022,R2_A2_8362A,0.19367662
653,Mon 14 Feb 2022,R2_A2_8380A,0.16618581
654,Mon 14 Feb 2022,R2_M2_8431J,0.04924979
655,Mon 14 Feb 2022,R3_5889_1,0.029490754
656,Mon 14 Feb 2022,R3_M20_6576A,0.11021221
657,Mon 14 Feb 2022,R4_M2_8545A,0.056197703
658,Mon 14 Feb 2022,R4_M2_8565A,0.056049705
659,Mon 14 Mar 2022,R1_M20_6468A,0.11311111
660,Mon 14 Mar 2022,R1_M20_6477A,0.1022937
661,Mon 14 Mar 2022,R1_M25_4094A,0.12368299
662,Mon 14 Mar 2022,R2_A2_8362A,0.07429087
663,Mon 14 Mar 2022,R2_A2_8380A,0.095732525
664,Mon 14 Mar 2022,R2_M2_8431J,0.037024766
665,Mon 14 Mar 2022,R3_5889_1,0.02872254
666,Mon 14 Mar 2022,R3_M20_6576A,0.08717054
667,Mon 14 Mar 2022,R4_M2_8545A,0.05713518
668,Mon 14 Mar 2022,R4_M2_8565A,0.054503083
669,Mon 14 Nov 2022,R1_M20_6468A,0.16206893
670,Mon 14 Nov 2022,R1_M25_4094A,0.26423168
671,Mon 14 Nov 2022,R3_5889_1,0.031646587
672,Mon 14 Nov 2022,R3_M20_6576A,0.0983904
673,Mon 14 Nov 2022,R4_M2_8545A,0.05752352
674,Mon 15 Aug 2022,R1_M20_6468A,0.061154604
675,Mon 15 Aug 2022,R1_M20_6477A,0.06189376
676,Mon 15 Aug 2022,R1_M25_4094A,0.07132858
677,Mon 15 Aug 2022,R2_A2_8362A,0.10904068
678,Mon 15 Aug 2022,R2_A2_8380A,0.09788585
679,Mon 15 Aug 2022,R2_M2_8431J,0.04562208
680,Mon 15 Aug 2022,R3_5889_1,0.037982382
681,Mon 15 Aug 2022,R3_M20_6576A,0.27245563
682,Mon 15 Aug 2022,R4_M2_8545A,0.08284083
683,Mon 15 Aug 2022,R4_M2_8565A,0.047356457
684,Mon 16 May 2022,R1_M20_6468A,0.062532246
685,Mon 16 May 2022,R1_M20_6477A,0.07283789
686,Mon 16 May 2022,R1_M25_4094A,0.20786333
687,Mon 16 May 2022,R2_A2_8362A,0.1424711
688,Mon 16 May 2022,R2_A2_8380A,0.1409947
689,Mon 16 May 2022,R2_M2_8431J,0.03539753
690,Mon 16 May 2022,R3_5889_1,0.023616433
691,Mon 16 May 2022,R3_M20_6576A,0.065659136
692,Mon 16 May 2022,R4_M2_8545A,0.06630893
693,Mon 16 May 2022,R4_M2_8565A,0.06376654
694,Mon 17 Jan 2022,R1_M20_6468A,0.12603211
695,Mon 17 Jan 2022,R1_M20_6477A,0.12415412
696,Mon 17 Jan 2022,R1_M25_4094A,0.14034033
697,Mon 17 Jan 2022,R2_A2_8362A,0.06988871
698,Mon 17 Jan 2022,R2_A2_8380A,0.06351435
699,Mon 17 Jan 2022,R2_M2_8431J,0.037511975
700,Mon 17 Jan 2022,R3_5889_1,0.020156577
701,Mon 17 Jan 2022,R3_M20_6576A,0.07355422
702,Mon 17 Jan 2022,R4_M2_8545A,0.040787756
703,Mon 17 Jan 2022,R4_M2_8565A,0.041876912
704,Mon 17 Oct 2022,R1_M20_6468A,0.119662285
705,Mon 17 Oct 2022,R1_M20_6477A,0.14480978
706,Mon 17 Oct 2022,R2_M2_8431J,0.039362386
707,Mon 17 Oct 2022,R3_5889_1,0.02995848
708,Mon 17 Oct 2022,R4_M2_8545A,0.088704675
709,Mon 18 Apr 2022,R1_M20_6468A,0.044156313
710,Mon 18 Apr 2022,R1_M20_6477A,0.044384092
711,Mon 18 Apr 2022,R1_M25_4094A,0.07063568
712,Mon 18 Apr 2022,R2_A2_8362A,0.6244415
713,Mon 18 Apr 2022,R2_A2_8380A,0.547933
714,Mon 18 Apr 2022,R2_M2_8431J,0.14481112
715,Mon 18 Apr 2022,R3_5889_1,0.030752733
716,Mon 18 Apr 2022,R3_M20_6576A,0.05299908
717,Mon 18 Apr 2022,R4_M2_8545A,0.1898956
718,Mon 18 Apr 2022,R4_M2_8565A,0.22387555
719,Mon 18 Jul 2022,R1_M20_6468A,0.077286035
720,Mon 18 Jul 2022,R1_M20_6477A,0.08238411
721,Mon 18 Jul 2022,R1_M25_4094A,0.11006844
722,Mon 18 Jul 2022,R2_A2_8362A,0.10293001
723,Mon 18 Jul 2022,R2_A2_8380A,0.08932018
724,Mon 18 Jul 2022,R2_M2_8431J,0.038616538
725,Mon 18 Jul 2022,R3_5889_1,0.04043007
726,Mon 18 Jul 2022,R3_M20_6576A,0.0587478
727,Mon 18 Jul 2022,R4_M2_8545A,0.043865234
728,Mon 18 Jul 2022,R4_M2_8565A,0.050621122
729,Mon 19 Dec 2022,R1_M20_6468A,0.080946
730,Mon 19 Dec 2022,R1_M20_6477A,0.07763532
731,Mon 19 Dec 2022,R1_M25_4094A,0.13177514
732,Mon 19 Dec 2022,R2_M2_8431J,0.053645402
733,Mon 19 Dec 2022,R3_5889_1,0.04521244
734,Mon 19 Dec 2022,R3_M20_6576A,0.069405675
735,Mon 19 Dec 2022,R4_M2_8545A,0.051437348
736,Mon 19 Dec 2022,R4_M2_8565A,0.054162726
737,Mon 19 Sep 2022,R1_M20_6468A,0.052778438
738,Mon 19 Sep 2022,R1_M20_6477A,0.05170566
739,Mon 19 Sep 2022,R1_M25_4094A,0.2272746
740,Mon 19 Sep 2022,R2_M2_8431J,0.058296233
741,Mon 19 Sep 2022,R3_5889_1,0.026218541
742,Mon 19 Sep 2022,R3_M20_6576A,0.055850178
743,Mon 19 Sep 2022,R4_M2_8545A,0.07485114
744,Mon 19 Sep 2022,R4_M2_8565A,0.0744319
745,Mon 20 Jun 2022,R1_M20_6468A,0.08117086
746,Mon 20 Jun 2022,R1_M20_6477A,0.0741249
747,Mon 20 Jun 2022,R2_A2_8362A,0.19948685
748,Mon 20 Jun 2022,R2_A2_8380A,0.1927945
749,Mon 20 Jun 2022,R2_M2_8431J,0.06854391
750,Mon 20 Jun 2022,R3_5889_1,0.02900901
751,Mon 20 Jun 2022,R3_M20_6576A,0.07214177
752,Mon 20 Jun 2022,R4_M2_8545A,0.07576963
753,Mon 20 Jun 2022,R4_M2_8565A,0.08235696
754,Mon 21 Feb 2022,R1_M25_4094A,0.11709637
755,Mon 21 Feb 2022,R2_A2_8362A,0.09191096
756,Mon 21 Feb 2022,R2_A2_8380A,0.08561987
757,Mon 21 Feb 2022,R2_M2_8431J,0.050912797
758,Mon 21 Feb 2022,R3_5889_1,0.043642193
759,Mon 21 Feb 2022,R3_M20_6576A,0.09553647
760,Mon 21 Feb 2022,R4_M2_8545A,0.07666914
761,Mon 21 Feb 2022,R4_M2_8565A,0.073049575
762,Mon 21 Mar 2022,R1_M20_6468A,0.053614676
763,Mon 21 Mar 2022,R1_M20_6477A,0.059516013
764,Mon 21 Mar 2022,R1_M25_4094A,0.09093422
765,Mon 21 Mar 2022,R2_A2_8362A,0.09869492
766,Mon 21 Mar 2022,R2_A2_8380A,0.08826375
767,Mon 21 Mar 2022,R2_M2_8431J,0.038233608
768,Mon 21 Mar 2022,R3_5889_1,0.031057892
769,Mon 21 Mar 2022,R3_M20_6576A,0.18016121
770,Mon 21 Mar 2022,R4_M2_8545A,0.054693878
771,Mon 21 Mar 2022,R4_M2_8565A,0.05215013
772,Mon 21 Nov 2022,R1_M20_6468A,0.044932485
773,Mon 21 Nov 2022,R1_M20_6477A,0.07017687
774,Mon 21 Nov 2022,R1_M25_4094A,0.11269957
775,Mon 21 Nov 2022,R3_5889_1,0.050501257
776,Mon 21 Nov 2022,R3_M20_6576A,0.067394555
777,Mon 21 Nov 2022,R4_M2_8545A,0.03841336
778,Mon 22 Aug 2022,R1_M20_6468A,0.083797276
779,Mon 22 Aug 2022,R1_M20_6477A,0.080132425
780,Mon 22 Aug 2022,R1_M25_4094A,0.095136225
781,Mon 22 Aug 2022,R2_A2_8362A,0.073135495
782,Mon 22 Aug 2022,R2_A2_8380A,0.0713709
783,Mon 22 Aug 2022,R2_M2_8431J,0.037304997
784,Mon 22 Aug 2022,R3_5889_1,0.029830907
785,Mon 22 Aug 2022,R3_M20_6576A,0.16364014
786,Mon 22 Aug 2022,R4_M2_8545A,0.061223835
787,Mon 22 Aug 2022,R4_M2_8565A,0.053033233
788,Mon 23 May 2022,R1_M20_6468A,0.091646194
789,Mon 23 May 2022,R1_M20_6477A,0.10796729
790,Mon 23 May 2022,R1_M25_4094A,0.18950742
791,Mon 23 May 2022,R2_A2_8362A,0.0793668
792,Mon 23 May 2022,R2_A2_8380A,0.07244527
793,Mon 23 May 2022,R2_M2_8431J,0.04914424
794,Mon 23 May 2022,R3_5889_1,0.02918946
795,Mon 23 May 2022,R3_M20_6576A,0.06312686
796,Mon 23 May 2022,R4_M2_8545A,0.12823226
797,Mon 23 May 2022,R4_M2_8565A,0.16118021
798,Mon 24 Jan 2022,R1_M20_6468A,0.043114334
799,Mon 24 Jan 2022,R1_M20_6477A,0.041979745
800,Mon 24 Jan 2022,R1_M25_4094A,0.09161705
801,Mon 24 Jan 2022,R2_A2_8362A,0.08890718
802,Mon 24 Jan 2022,R2_A2_8380A,0.088716924
803,Mon 24 Jan 2022,R2_M2_8431J,0.04372751
804,Mon 24 Jan 2022,R3_5889_1,0.044399686
805,Mon 24 Jan 2022,R3_M20_6576A,0.037574567
806,Mon 24 Jan 2022,R4_M2_8545A,0.05064623
807,Mon 24 Jan 2022,R4_M2_8565A,0.045390487
808,Mon 24 Oct 2022,R1_M20_6468A,0.08138099
809,Mon 24 Oct 2022,R1_M20_6477A,0.08345562
810,Mon 24 Oct 2022,R2_M2_8431J,0.029277876
811,Mon 24 Oct 2022,R3_5889_1,0.03236056
812,Mon 24 Oct 2022,R3_M20_6576A,0.06339681
813,Mon 24 Oct 2022,R4_M2_8545A,0.04893464
814,Mon 25 Apr 2022,R1_M20_6468A,0.06594671
815,Mon 25 Apr 2022,R1_M20_6477A,0.06813343
816,Mon 25 Apr 2022,R1_M25_4094A,0.07730329
817,Mon 25 Apr 2022,R2_A2_8362A,0.08115205
818,Mon 25 Apr 2022,R2_A2_8380A,0.09563258
819,Mon 25 Apr 2022,R2_M2_8431J,0.03118813
820,Mon 25 Apr 2022,R3_5889_1,0.031676255
821,Mon 25 Apr 2022,R3_M20_6576A,0.055789977
822,Mon 25 Apr 2022,R4_M2_8545A,0.04637955
823,Mon 25 Apr 2022,R4_M2_8565A,0.047475547
824,Mon 25 Jul 2022,R1_M20_6468A,0.0655514
825,Mon 25 Jul 2022,R1_M20_6477A,0.07692769
826,Mon 25 Jul 2022,R1_M25_4094A,0.08246714
827,Mon 25 Jul 2022,R2_A2_8362A,0.09120655
828,Mon 25 Jul 2022,R2_A2_8380A,0.1050922
829,Mon 25 Jul 2022,R2_M2_8431J,0.055555597
830,Mon 25 Jul 2022,R3_5889_1,0.06331286
831,Mon 25 Jul 2022,R3_M20_6576A,0.08209252
832,Mon 25 Jul 2022,R4_M2_8545A,0.065968096
833,Mon 25 Jul 2022,R4_M2_8565A,0.065936595
834,Mon 26 Dec 2022,R1_M20_6468A,0.08592373
835,Mon 26 Dec 2022,R1_M20_6477A,0.06825672
836,Mon 26 Dec 2022,R1_M25_4094A,0.08034217
837,Mon 26 Dec 2022,R2_M2_8431J,0.046342656
838,Mon 26 Dec 2022,R3_5889_1,0.017774127
839,Mon 26 Dec 2022,R3_M20_6576A,0.047620833
840,Mon 26 Dec 2022,R4_M2_8545A,0.040647626
841,Mon 26 Dec 2022,R4_M2_8565A,0.04112622
842,Mon 26 Sep 2022,R1_M20_6468A,0.07426533
843,Mon 26 Sep 2022,R1_M20_6477A,0.087714404
844,Mon 26 Sep 2022,R1_M25_4094A,0.19777924
845,Mon 26 Sep 2022,R2_M2_8431J,0.037853062
846,Mon 26 Sep 2022,R3_5889_1,0.04034052
847,Mon 26 Sep 2022,R3_M20_6576A,0.0688248
848,Mon 26 Sep 2022,R4_M2_8545A,0.06589654
849,Mon 26 Sep 2022,R4_M2_8565A,0.06419709
850,Mon 27 Jun 2022,R1_M20_6468A,0.062209547
851,Mon 27 Jun 2022,R1_M20_6477A,0.079591125
852,Mon 27 Jun 2022,R1_M25_4094A,0.18340075
853,Mon 27 Jun 2022,R2_A2_8362A,0.124694675
854,Mon 27 Jun 2022,R2_A2_8380A,0.09740144
855,Mon 27 Jun 2022,R2_M2_8431J,0.03815023
856,Mon 27 Jun 2022,R3_5889_1,0.04669138
857,Mon 27 Jun 2022,R3_M20_6576A,0.115267634
858,Mon 27 Jun 2022,R4_M2_8545A,0.0711835
859,Mon 27 Jun 2022,R4_M2_8565A,0.07339978
860,Mon 28 Feb 2022,R1_M20_6468A,0.10767329
861,Mon 28 Feb 2022,R1_M20_6477A,0.11580461
862,Mon 28 Feb 2022,R1_M25_4094A,0.1540184
863,Mon 28 Feb 2022,R2_A2_8362A,0.087938786
864,Mon 28 Feb 2022,R2_A2_8380A,0.07991624
865,Mon 28 Feb 2022,R2_M2_8431J,0.031485558
866,Mon 28 Feb 2022,R3_5889_1,0.032280706
867,Mon 28 Feb 2022,R3_M20_6576A,0.12389994
868,Mon 28 Feb 2022,R4_M2_8545A,0.047768056
869,Mon 28 Feb 2022,R4_M2_8565A,0.053030387
870,Mon 28 Mar 2022,R1_M20_6468A,0.052299917
871,Mon 28 Mar 2022,R1_M20_6477A,0.057650566
872,Mon 28 Mar 2022,R1_M25_4094A,0.07425904
873,Mon 28 Mar 2022,R2_A2_8362A,0.1337502
874,Mon 28 Mar 2022,R2_A2_8380A,0.10442346
875,Mon 28 Mar 2022,R2_M2_8431J,0.040730774
876,Mon 28 Mar 2022,R3_5889_1,0.021038726
877,Mon 28 Mar 2022,R3_M20_6576A,0.06926136
878,Mon 28 Mar 2022,R4_M2_8545A,0.058987886
879,Mon 28 Mar 2022,R4_M2_8565A,0.055847198
880,Mon 28 Nov 2022,R1_M20_6468A,0.074934244
881,Mon 28 Nov 2022,R1_M20_6477A,0.0866124
882,Mon 28 Nov 2022,R1_M25_4094A,0.15078968
883,Mon 28 Nov 2022,R3_5889_1,0.02253325
884,Mon 28 Nov 2022,R3_M20_6576A,0.08736819
885,Mon 28 Nov 2022,R4_M2_8545A,0.05713004
886,Mon 28 Nov 2022,R4_M2_8565A,0.05721596
887,Mon 29 Aug 2022,R1_M20_6468A,0.043762088
888,Mon 29 Aug 2022,R1_M20_6477A,0.052229702
889,Mon 29 Aug 2022,R1_M25_4094A,0.06869614
890,Mon 29 Aug 2022,R2_A2_8362A,0.05982876
891,Mon 29 Aug 2022,R2_A2_8380A,0.05153984
892,Mon 29 Aug 2022,R2_M2_8431J,0.04598043
893,Mon 29 Aug 2022,R3_5889_1,0.03349273
894,Mon 29 Aug 2022,R3_M20_6576A,0.06423476
895,Mon 29 Aug 2022,R4_M2_8545A,0.046975754
896,Mon 29 Aug 2022,R4_M2_8565A,0.036180764
897,Mon 30 May 2022,R1_M20_6468A,0.14530116
898,Mon 30 May 2022,R1_M20_6477A,0.15261188
899,Mon 30 May 2022,R1_M25_4094A,0.18761978
900,Mon 30 May 2022,R2_A2_8362A,0.10782677
901,Mon 30 May 2022,R2_A2_8380A,0.11840552
902,Mon 30 May 2022,R2_M2_8431J,0.05126749
903,Mon 30 May 2022,R3_5889_1,0.089857996
904,Mon 30 May 2022,R3_M20_6576A,0.111487865
905,Mon 30 May 2022,R4_M2_8545A,0.065340534
906,Mon 30 May 2022,R4_M2_8565A,0.06374034
907,Mon 31 Jan 2022,R1_M20_6468A,0.05478771
908,Mon 31 Jan 2022,R1_M20_6477A,0.051768452
909,Mon 31 Jan 2022,R1_M25_4094A,0.15849489
910,Mon 31 Jan 2022,R2_A2_8362A,0.09405947
911,Mon 31 Jan 2022,R2_A2_8380A,0.10120529
